observation_id,Type,Date,Part of a standard enforcement protocol,Galactic X,Galactic Y,Reproduction,Age range,Self-defined species category,Officer-defined species category,Governing law,Object of inspection,Inspection involving more than just outerwear,Enforcement station,Inspection Outcome
effbd6ff-7656-4015-9078-c0530f8f6b75,Entity inspection,2241-07-03 14:05:00+00:00,False,-17.143719,2811.569916,Asexual,Senior,Zoltrax - Islander,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
76f13061-3447-44ee-a33e-a0a4d5bbb83c,Entity inspection,2241-01-17 00:00:00+00:00,False,-24.491385,4016.58714,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Saxon Shield U87-PE,False
fd242759-2ab4-4bc9-b6bb-17593966efaf,Entity inspection,2241-08-15 12:22:00+00:00,False,-23.065205,3782.69362,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
11ae4214-a37b-4384-b1cd-027a29c81165,Entity inspection,2241-04-06 11:43:00+00:00,False,-583.592188,95709.118832,Asexual,Young Adult,Terran - Outer Colonies,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Dione Command E106-HD,True
7317dca4-a0a2-4b9a-95d8-cfe526861938,Entity inspection,2240-01-20 23:46:32+00:00,,-456.223292,74820.619888,Asexual,Young,Terran - Northern Cluster,Terran,Universal Justice and Order Statute 3994 (Article 60),Prohibited Combat Implements,False,Mercury Base R525-VN,False
410ae4f1-bc87-4896-9e56-27f6ebc6f166,Entity inspection,2240-07-18 22:22:00+00:00,False,-12.130713,1989.436932,Asexual,Young Adult,Terran - Northern Cluster,Terran,,Regulated Star Substances,,Sirius Patrol Unit J153-AX,False
b51cf713-713e-4a77-adc4-93eeb46699dd,Entity inspection,2240-11-17 21:33:00+00:00,,-86.125574,14124.594136,Asexual,Young,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,False,Humeros Node M28-NR,False
9af1eb28-ec1a-46ea-9ffa-8c6ed75ce5f6,Entity inspection,2241-06-24 11:01:00+00:00,True,156.538118,-25672.251352,Asexual,Young,Terran - Outer Colonies,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Eclipse Sector G262-TX,False
757b1c68-d3e0-426a-b767-a10d32f0a977,Entity inspection,2240-03-21 18:35:00+00:00,,,,Asexual,Young Adult,Zoltrax - Continental,Zoltrax,Universal Justice and Order Statute 3994 (Article 60),Prohibited Combat Implements,False,Binary Transition Point L115-QE,False
3e69bc0b-0916-4d39-bb61-421409925730,Entity inspection,2240-05-17 13:40:00+00:00,False,,,Sexual,Young Adult,Terran - Outer Colonies,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
7de6c6cb-48ed-4fe8-8a65-252a224418dd,Entity inspection,2241-05-21 13:40:00+00:00,False,-9.254305,1517.70602,Asexual,Young Adult,Zoltrax - Diverse Clans,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
60a90608-6950-4e6a-a167-b47e08e72fec,Entity inspection,2240-08-18 19:26:00+00:00,False,-29.559668,4847.785551999999,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
966a7b8a-89c6-4061-980f-2b1c47b9cb8a,Entity and Spaceship search,2241-03-02 03:01:00+00:00,False,-23.431102,3842.700728,Asexual,Adult,Silicar - Banglorian,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
6bb831ca-6ad2-4720-893c-8c7d3d8aee1c,Entity inspection,2241-08-18 21:55:50+00:00,,-497.782578,81636.342792,Asexual,Young,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,False
9e59f33c-b789-4a27-b6af-065639262941,Entity inspection,2241-07-06 20:40:00+00:00,False,-115.509725,18943.5949,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Northern Apex O42-IR,True
fd85188a-4f30-4179-82e0-9adb57cda1a4,Entity inspection,2241-01-14 02:40:00+00:00,,,,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Starfield Watch N108-BC,False
6023cf82-7fa5-45df-86dc-7c37884ea790,Entity inspection,2241-07-31 17:30:00+00:00,False,-12.294540000000001,2016.3045600000003,Asexual,Young Adult,Terran - Outer Colonies,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
e5c5868d-8899-4023-aff6-81ee78293c6e,Entity and Spaceship search,2241-11-21 06:32:14+00:00,,,,Asexual,Adult,Hybrid - Mixed Sects,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Lunar City Command F35-GC,False
48c9b264-6602-4272-a018-b99925cbae81,Entity inspection,2241-10-30 21:20:00+00:00,False,-20.614313,3380.747332,Asexual,Young Adult,Zoltrax - Continental,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
81eb48ea-3a67-4ae9-b34f-de6fd8e6bd72,Entity inspection,2240-09-08 11:36:00+00:00,False,,,Asexual,Senior,Xenar - Unspecified,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Southern Yorik Station F160-OK,False
d718dc00-195f-4741-8bbc-697229a7e4cc,Entity inspection,2241-03-26 18:48:00+00:00,False,11.854828999999999,-1944.191956,Asexual,Young Adult,Zoltrax - Diverse Clans,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
1cbd559d-8e75-48c6-9dab-f42c27ed7fb8,Entity and Spaceship search,2240-01-03 09:31:00+00:00,False,-125.09853100000001,20516.159084000003,Asexual,Young Adult,Zoltrax - Islander,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Thallium Outpost V207-LQ,False
f69285ba-dbc1-4491-a384-1ea0c16ecaa1,Entity inspection,2241-06-18 14:22:00+00:00,False,-19.689467,3229.072588,Asexual,Adult,Xenar - Unspecified,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
319521da-fbbf-46c6-a29a-fd87e67e1ab2,Entity inspection,2240-01-31 18:15:00+00:00,False,-9.093817999999983,1491.386151999997,Asexual,Young Adult,Xenar - Unspecified,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
9957ad8c-f224-43a4-b07e-ffb8c2c0e464,Entity inspection,2241-11-07 01:40:00+00:00,False,-21.663574,3552.826136,Asexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
4e773de4-d02b-45af-8f4f-6457781f5d6d,Entity inspection,2241-05-09 14:30:00+00:00,,-185.975041,30499.906724,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Helios Command C210-ZR,True
074ac95f-ba24-4e20-a3f3-a283cee43274,Entity inspection,2241-05-28 12:10:00+00:00,False,-54.403757,8922.216148,Asexual,Senior,Zoltrax - Diverse Clans,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
d85cab59-1554-483d-be4f-6596287d48d1,Entity inspection,2241-03-18 19:30:00+00:00,False,-79.110739,12974.161196,Asexual,Adult,Silicar - Various Sects,Xenar,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
02bede48-9e15-49f5-b485-16e2ecb9ac9f,Entity inspection,2241-05-04 02:30:00+00:00,False,,,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Southern Yorik Station F160-OK,False
bc41ff03-32a1-47a5-8138-c8d33ebf6e30,Entity inspection,2241-08-25 16:33:00+00:00,False,,,Asexual,Adult,,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Southern Yorik Station F160-OK,False
e374b78a-39c2-4933-acc1-364e414a752c,Entity and Spaceship search,2240-02-21 12:21:00+00:00,,,,Asexual,Adult,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Hercules Node S188-MP,True
ca30ef2a-f599-42f8-bd10-5a95dccdb282,Entity inspection,2240-01-09 00:40:00+00:00,False,-28.059841000000002,4601.813924,Asexual,Young Adult,Zoltrax - Continental,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
c3eb6e75-cf46-42c1-afc2-3029a6dcc77f,Entity and Spaceship search,2241-06-27 00:00:00+00:00,False,,,Asexual,Young Adult,Terran - Outer Colonies,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
3a99ec8a-a7e5-47bb-832d-1b7a998f0733,Entity inspection,2240-03-01 12:51:00+00:00,,-371.577171,60938.656044,Asexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Western Meridian Line P111-GT,False
706affe4-ef86-4e1d-9f62-3736f830f8c7,Entity inspection,2241-02-24 18:15:00+00:00,False,-21.946472,3599.221408,Asexual,Young Adult,Xenar - Diverse,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
62534ea7-74fc-4628-8ebc-36aa1eaf81da,Entity and Spaceship search,2241-07-11 23:40:00+00:00,False,-21.637355000000003,3548.5262200000006,Asexual,Young Adult,Silicar - Indusian,Silicar,Universal Justice and Order Statute 3994 (Article 60),Hazardous Intimidation Devices,,Galactic Hub X101-IO,False
85a828b6-ad46-45e5-95bb-019b717a03a6,Entity inspection,2241-04-25 12:53:28+00:00,False,68.980018,-11312.722952,Sexual,Senior,Xenar - Diverse,Hybrid,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,False,Nexus Orbit U55-WQ,True
6698a99d-2678-4433-9d1c-442aa727658d,Entity and Spaceship search,2241-07-29 15:40:00+00:00,False,-61.399721,10069.554243999999,Asexual,Adult,Xenar - Unspecified,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
1ad37839-5fb5-4280-bc6a-967927ed2dd8,Entity inspection,2241-01-07 12:12:00+00:00,False,-193.176916,31681.014224000002,Asexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Nova Guard K116-PL,True
4e68e856-5d6e-425f-9fd9-75ba4254b451,Entity inspection,2241-01-04 16:20:00+00:00,False,-9.332294000000001,1530.4962160000002,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
a24ed9a8-bfa2-420d-9776-76eac499eed6,Entity inspection,2241-06-08 13:02:00+00:00,False,6.286214,-1030.939096,Asexual,Young,Silicar - Various Sects,Silicar,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
8dea0411-471f-4d95-a1ea-4689e0264d71,Entity inspection,2240-10-05 11:00:00+00:00,False,-16.480394999999998,2702.7847799999995,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
8990249a-c328-4aad-aa1c-3f504d400cff,Entity inspection,2239-12-13 16:10:00+00:00,False,,,Asexual,Young Adult,Zoltrax - Diverse Clans,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
1e17c14a-8570-4932-8212-11558f904696,Entity and Spaceship search,2240-12-10 12:40:00+00:00,False,,,Asexual,Young,Terran - Northern Cluster,Terran,,Regulated Star Substances,,Thallium Outpost V207-LQ,False
481be00d-fe56-47fd-b40a-35da33ddaab8,Entity inspection,2240-05-27 07:40:00+00:00,False,-18.54217699999998,3040.917027999997,Sexual,Adult,Zoltrax - Diverse Clans,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
cee8d875-edc2-4928-9f80-1ff6bf1244a3,Entity and Spaceship search,2240-10-05 16:20:00+00:00,False,-68.332893,11206.594452,Asexual,Young Adult,Zoltrax - Diverse Clans,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
7f127a38-b15e-465d-9e58-24cca35ff251,Entity inspection,2240-05-26 13:30:00+00:00,False,-6.8837399999999995,1128.93336,Asexual,Adult,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
aa5a2665-8e87-4cf2-9106-14266079d166,Entity and Spaceship search,2241-04-04 00:55:00+00:00,False,-41.145793999999995,6747.910215999999,Asexual,Young Adult,Xenar - Unspecified,Xenar,Galactic Enforcement and Evidence Code 3984 (Clause 1),Proof of Interstellar Offenses,,Galactic Hub X101-IO,False
b15173d2-a090-4210-8d51-eba84e103910,Entity inspection,2241-07-06 17:00:00+00:00,False,-39.850876,6535.543664,Asexual,Senior,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Proof of Interstellar Offenses,,Galactic Hub X101-IO,False
2528607b-1c37-4918-aed4-85eaf93ae2b5,Entity inspection,2240-12-12 15:00:00+00:00,,,,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Avalon Sector M148-CN,False
d2d3c475-32fc-4903-9b3d-75d9d4a523c7,Entity inspection,2241-07-08 22:35:00+00:00,,-272.226867,44645.206188000004,Asexual,Senior,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,False,Starfield Watch N108-BC,False
05bc6e5c-2246-4c09-a278-ff41da0c01e9,Entity inspection,2241-08-15 01:10:00+00:00,False,-17.143719,2811.569916,Asexual,Young Adult,Zoltrax - Continental,Zoltrax,Universal Justice and Order Statute 3994 (Article 60),Hazardous Intimidation Devices,,Galactic Hub X101-IO,False
d7b609d6-55be-4288-a569-67c1560d2591,Entity inspection,2240-05-10 23:00:00+00:00,,-327.27507699999995,53673.112627999995,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Dorset Delta I55-FO,True
142f1af0-8f79-4319-b91c-ebeaa8dcb794,Entity inspection,2241-06-20 14:06:00+00:00,,-178.582452,29287.522127999997,Asexual,Young Adult,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Nebula Yard Y27-FA,True
ec075c95-5443-49b5-8ecd-8778e242b9c7,Entity and Spaceship search,2241-07-09 14:30:00+00:00,False,-42.16215599999999,6914.593583999998,Asexual,Young Adult,Zoltrax - Continental,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
28f5dad6-67a3-47e8-84df-57d6524ec2fa,Entity and Spaceship search,2241-03-27 17:53:00+00:00,False,-20.528141,3366.6151240000004,Asexual,Adult,Silicar - Various Sects,Silicar,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
357c6467-1874-4f82-957f-567f7b7de09d,Entity inspection,2241-09-16 02:10:00+00:00,False,-20.351956,3337.720784,Sexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
50230c52-4a24-4cad-a67e-1a6c0e9cac6a,Entity inspection,2241-09-08 10:52:00+00:00,False,-23.455484,3846.6993759999996,Asexual,Adult,Terran - Outer Colonies,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
6e4019ac-995e-4257-aed4-dbf0a0d47b92,Entity inspection,2240-05-24 03:30:00+00:00,False,-19.366489,3176.1041960000002,Sexual,Senior,Zoltrax - Diverse Clans,Zoltrax,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
98df71bc-6b43-437f-87a4-655ec0217ded,Entity inspection,2241-05-30 00:20:00+00:00,False,-370.02139900000003,60683.50943600001,Asexual,Adult,Terran - Outer Colonies,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Graviton Manor Z54-VL,False
2453d474-8f7d-421a-b80c-a96544853ac3,Entity inspection,2241-05-21 09:21:36+00:00,,,,Asexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,False
1b972492-412a-41d1-b56d-3ec7539c7c57,Entity inspection,2241-07-25 23:00:00+00:00,False,-41.121912999999985,6743.993731999997,Asexual,Young,Terran - Northern Cluster,Terran,,Regulated Star Substances,,Sirius Patrol Unit J153-AX,False
7b6d7449-0116-4942-ab45-f38bd430b60d,Entity and Spaceship search,2241-04-09 20:04:00+00:00,,-181.684978,29796.336392,Sexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Nebula Yard Y27-FA,False
6a9c7d54-ca9a-4914-8680-67d28317cd53,Entity and Spaceship search,2240-08-25 11:00:00+00:00,False,-28.785289,4720.787396,Asexual,Young Adult,Xenar - Unspecified,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
299f6905-b836-4b19-b219-a0713191ea30,Entity inspection,2241-12-22 10:50:00+00:00,False,-40.009025,6561.4801,Asexual,Adult,Xenar - Unspecified,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
5852eded-99c7-465e-9c8c-bb06f5fa9f24,Entity inspection,2241-09-01 15:26:43+00:00,,-479.708836,78672.249104,Asexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,False
5421e9ff-9d6d-451a-b8ac-ee0841f119ab,Entity and Spaceship search,2241-12-16 16:30:00+00:00,False,-33.445591,5485.076924,Asexual,Adult,Silicar - Sino Sector,Xenar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
b244c4a5-811d-43c6-be89-cdcd97195091,Entity and Spaceship search,2241-02-22 20:28:00+00:00,False,-43.430855,7122.66022,Asexual,Young Adult,Zoltrax - Continental,Zoltrax,Universal Justice and Order Statute 3994 (Article 60),Hazardous Intimidation Devices,,Galactic Hub X101-IO,False
fbee66f5-17ca-4a0e-8ced-a8d7e6d25f3b,Entity inspection,2240-09-16 21:25:00+00:00,,-148.844094,24410.431416000003,Asexual,Senior,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Leviathan Lookout Y54-KH,False
973d39e8-6a26-4110-bf5c-99fcd701be5a,Entity and Spaceship search,2240-09-09 19:30:00+00:00,False,63.767112999999995,-10457.806531999999,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Krypton Dock D175-WU,True
54c03ad7-a380-479d-adb0-3e719bace2fc,Entity and Spaceship search,2241-01-15 20:10:00+00:00,False,-73.168211,11999.586604,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Hercules Node S188-MP,True
e720ca10-dbcd-429b-9cf1-68c8b05d4f5e,Entity inspection,2241-03-10 15:52:00+00:00,False,-49.297064,8084.7184959999995,Asexual,Young,Silicar - Indusian,Silicar,Galactic Enforcement and Evidence Code 3984 (Clause 1),Proof of Interstellar Offenses,,Galactic Hub X101-IO,False
d5ff7de5-986b-4da2-8603-e8b9feb67cd6,Entity and Spaceship search,2239-12-20 20:22:00+00:00,False,37.420357999999986,-6136.938711999997,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
372fe0bb-df6e-487c-b58d-cb8489f9a40b,Entity and Spaceship search,2241-11-04 11:30:00+00:00,False,-285.43506399999995,46811.35049599999,Asexual,Adult,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,False,Westeron Division B234-YZ,False
96e6bd79-98cc-4bab-be4a-e5c07cd36553,Entity inspection,2240-12-14 21:10:00+00:00,False,-21.609466,3543.952424,Asexual,Young,Zoltrax - Islander,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
20d04594-f23e-46b2-a3a8-bfa80995baa6,Entity inspection,2241-11-09 13:00:00+00:00,False,-9.572607,1569.907548,Asexual,Senior,Silicar - Indusian,Silicar,Galactic Enforcement and Evidence Code 3984 (Clause 1),Proof of Interstellar Offenses,,Galactic Hub X101-IO,False
06c24fa1-b85e-4c7b-9dfa-614b8b39b449,Entity inspection,2241-05-08 17:02:00+00:00,,-407.860092,66889.05508800001,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Chevron Station R71-QB,False
5fd515d6-5f8a-42df-b723-f1cafdb9435f,Entity and Spaceship search,2241-05-22 23:45:00+00:00,False,,,Asexual,Young Adult,Silicar - Pakterran,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Westeron Division B234-YZ,True
c6de30bc-3dad-4d5d-a6ff-8ec36e675e27,Entity inspection,2241-11-03 21:53:00+00:00,False,12.850817000000001,-2107.533988,Asexual,Adult,Zoltrax - Diverse Clans,Zoltrax,Universal Justice and Order Statute 3994 (Article 60),Hazardous Intimidation Devices,,Galactic Hub X101-IO,False
e5e5adf8-502c-4dfa-8c74-258d92069558,Entity inspection,2240-04-24 15:41:47+00:00,,,,Asexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,False
aa708aa5-5f0f-47cd-a41d-008116946841,Entity inspection,2240-09-14 21:48:00+00:00,False,-16.712858999999998,2740.9088759999995,Asexual,Young Adult,Zoltrax - Diverse Clans,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
006b64be-e7d5-44d6-92ef-af6606688f9c,Entity inspection,2240-04-16 16:50:00+00:00,False,-14.404084,2362.269776,Asexual,Young,Xenar - Unspecified,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
665a1c48-4e36-4406-99f8-5b88632b660e,Entity inspection,2240-11-12 01:01:00+00:00,False,191.564197,-31416.528308,Asexual,Senior,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,False,Eclipse Sector G262-TX,False
ca697155-75ab-4e22-9919-547ff524dbb1,Entity inspection,2240-12-14 14:50:00+00:00,False,-50.450867,8273.942188,Asexual,Young Adult,Terran - Outer Colonies,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
0bf5ca4b-96bc-496c-a16e-8d72de278a08,Entity inspection,2240-09-19 14:45:07+00:00,,-495.637964,81284.626096,Asexual,Adult,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Thievery Equipment,False,Mercury Base R525-VN,False
4d8f07ec-340a-46c6-9bb3-3ad68af9adba,Entity inspection,2241-09-22 13:39:00+00:00,,-500.070478,82011.55839199999,Asexual,Senior,Terran - Northern Cluster,Terran,Galactic Enforcement and Evidence Code 3984 (Clause 1),Thievery Equipment,False,Narwhal Base T65-ZV,False
858191a9-541f-4a06-a478-d077f4023a06,Entity inspection,2241-03-27 17:45:00+00:00,False,-11.54471,1893.3324400000001,Asexual,Adult,Xenar - Unspecified,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
8e8d9d53-49bc-4e76-8dee-a9dcc89e9cff,Entity and Spaceship search,2240-09-25 09:01:00+00:00,False,53.350321,-8749.452644,Asexual,Senior,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,True,Eclipse Sector G262-TX,False
c04415ec-f09d-4bae-bf6d-ec960b1fe89d,Entity inspection,2241-06-07 21:15:00+00:00,False,-23.836745,3909.22618,Asexual,Young Adult,Zoltrax - Diverse Clans,Zoltrax,Galactic Enforcement and Evidence Code 3984 (Clause 1),Confiscated Galactic Artifacts,,Galactic Hub X101-IO,False
ab31497a-1e18-4505-8f9e-733a91642f7b,Entity inspection,2241-03-22 17:30:00+00:00,False,-3.155298,517.468872,Asexual,Young,Silicar - Various Sects,Xenar,Galactic Enforcement and Evidence Code 3984 (Clause 1),Prohibited Combat Implements,,Galactic Hub X101-IO,False
9655bdad-b235-4135-880a-a4516ed097ba,Entity inspection,2241-07-26 15:13:00+00:00,False,-62.25409299999998,10209.671251999996,Asexual,Senior,Silicar - Indusian,Silicar,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,,Galactic Hub X101-IO,False
0cc013fc-d5b6-4989-88b6-eac32632d363,Entity inspection,2240-11-19 22:55:05+00:00,,-504.43786200000005,82727.809368,Asexual,Adult,Terran - Outer Colonies,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,False
e69960b7-00e5-4642-8919-c1df71f0b507,Entity inspection,2241-08-26 14:44:07+00:00,False,224.008957,-36737.468948,Asexual,Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,True,Sulfur Station T44-PD,True
dac0b67a-5f4c-46d5-96bd-bfae3db20be3,Entity inspection,2241-03-09 15:18:00+00:00,False,22.045502999999997,-3615.4624919999997,Asexual,Young,Hybrid - Mixed Sects,Zoltrax,Universal Justice and Order Statute 3994 (Article 60),Hazardous Intimidation Devices,,Galactic Hub X101-IO,False
37e1dae2-1b04-451a-bfe5-8558b73789dc,Entity inspection,2241-08-03 10:50:18+00:00,,-494.545283,81105.426412,Asexual,Young Adult,Terran - Northern Cluster,Terran,Interstellar Substance Control Ordinance 4719 (Directive 23),Regulated Star Substances,False,Mercury Base R525-VN,True
